1765325651.203525 server started (53780): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1765325651.203544 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Wed Oct 15 21:12:09 PDT 2025; root:xnu-11417.140.69.703.14~1/RELEASE_ARM64_T6031
1765325651.203554 using libevent 2.1.12-stable select
1765325651.203562 using utf8proc 2.11.2
1765325651.203568 using ncurses 6.5 20240427
1765325651.315576 window_remove_ref: @0 notify_callback, now 2
1765325651.315581 session_remove_ref: 0 notify_callback, now 2
1765325651.315587 cmdq_next <global>: [notify_callback/0x15c81f190] (1), flags 0
1765325651.315591 notify_callback: window-resized
1765325651.315596 notify_insert_hook: inserting hook window-resized
1765325651.315604 window_remove_ref: @0 notify_callback, now 1
1765325651.315608 session_remove_ref: 0 notify_callback, now 1
1765325651.315612 cmdq_next <global>: exit (empty)
1765325651.315616 cmdq_next </dev/ttys010>: empty
1765325651.315620 cmdq_next <global>: empty
1765325651.315623 cmdq_next </dev/ttys010>: empty
1765325651.315627 /dev/ttys010: redraw window status borders overlay panes scrollbars
1765325651.315630 /dev/ttys010: redraw needed
1765325651.315636 screen_redraw_set_context: /dev/ttys010 @0 ox=0 oy=0 sx=198 sy=41 1/0
1765325651.315639 status_redraw enter
1765325651.315643 format_defaults: c=/dev/ttys010
1765325651.315646 format_defaults: s=none
1765325651.315650 format_defaults: wl=none
1765325651.315653 format_defaults: wp=none
1765325651.315658 screen_resize_cursor: new size 198x1, now 194x1 (cursor 0,0 = 0,0)
1765325651.315662 screen_resize_cursor: cursor finished at 0,0 = 0,0
1765325651.315666 screen_write_start: size 198x1, no pane
1765325651.315670 screen_write_cursormove: from 0,0 to 0,0
1765325651.315680 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1765325651.315684 format_expand1: found #*1[
1765325651.315688 format_expand1: found #{}: E:status-left-style
1765325651.315692 format_replace: modifier 0 is E
1765325651.315698 format_replace: format 'status-left-style' found: default
1765325651.315702 format_expand1: expanding format: default
1765325651.315706 format_expand1: result is: default
1765325651.315710 format_replace: replaced 'E:status-left-style' with 'default'
1765325651.315714 format_expand1: found #*1[
1765325651.315718 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1765325651.315722 format_expand1: expanding format: #{status-left-length}
1765325651.315726 format_expand1: found #{}: status-left-length
1765325651.315730 format_replace: format 'status-left-length' found: 10
1765325651.315734 format_replace: replaced 'status-left-length' with '10'
1765325651.315738 format_expand1: result is: 10
1765325651.315742 format_replace: modifier 0 is T
1765325651.315745 format_replace: modifier 1 is =
1765325651.315749 format_replace: modifier 1 argument 0: 10
1765325651.315754 format_replace: format 'status-left' found: [#{session_name}] 
1765325651.315763 format_expand1: expanding format: [#{session_name}] 
1765325651.315767 format_expand1: found #{}: session_name
1765325651.315772 format_replace: format 'session_name' found: 0
1765325651.315777 format_replace: replaced 'session_name' with '0'
1765325651.315781 format_expand1: result is: [0] 
1765325651.315785 format_replace: applied length limit 10: [0] 
1765325651.315794 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1765325651.315798 format_expand1: found #*1[
1765325651.315802 format_expand1: found #*1[
1765325651.315806 format_expand1: found #*1[
1765325651.315809 format_expand1: found #{}: status-justify
1765325651.315814 format_replace: format 'status-justify' found: left
1765325651.315817 format_replace: replaced 'status-justify' with 'left'
1765325651.315821 format_expand1: found #*1[
1765325651.315825 format_expand1: found #*1[
1765325651.315828 format_expand1: found #*1[
1765325651.315838 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1765325651.315842 format_replace: modifier 0 is W
1765325651.315848 format_loop_windows: window loop: 0 @0
1765325651.315852 format_defaults: c=/dev/ttys010
1765325651.315855 format_defaults: s=$0
1765325651.315858 format_defaults: wl=0
1765325651.315862 format_defaults: wp=none
1765325651.315868 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}
1765325651.315872 format_expand1: found #*1[
1765325651.315876 format_expand1: found #{}: window_index
1765325651.315881 format_replace: format 'window_index' found: 0
1765325651.315885 format_replace: replaced 'window_index' with '0'
1765325651.315889 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1765325651.315893 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1765325651.315899 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1765325651.315903 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1765325651.315907 format_replace: modifier 0 is !=
1765325651.315911 format_expand1: expanding format: #{E:window-status-current-style}
1765325651.315917 format_expand1: found #{}: E:window-status-current-style
1765325651.315920 format_replace: modifier 0 is E
1765325651.315924 format_replace: format 'window-status-current-style' found: default
1765325651.315931 format_expand1: expanding format: default
1765325651.315935 format_expand1: result is: default
1765325651.315939 format_replace: replaced 'E:window-status-current-style' with 'default'
1765325651.315943 format_expand1: result is: default
1765325651.315946 format_expand1: expanding format: default
1765325651.315950 format_expand1: result is: default
1765325651.315954 format_replace: compare != left is: default
1765325651.315958 format_replace: compare != right is: default
1765325651.315962 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1765325651.315966 format_expand1: result is: 0
1765325651.315969 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1765325651.315974 format_replace: no condition matched in '#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}'; using last arg
1765325651.315978 format_expand1: expanding format: #{E:window-status-style}
1765325651.315981 format_expand1: found #{}: E:window-status-style
1765325651.315985 format_replace: modifier 0 is E
1765325651.315989 format_replace: format 'window-status-style' found: default
1765325651.315992 format_expand1: expanding format: default
1765325651.315996 format_expand1: result is: default
1765325651.315999 format_replace: replaced 'E:window-status-style' with 'default'
1765325651.316003 format_expand1: result is: default
1765325651.316007 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1765325651.316011 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1765325651.316015 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1765325651.316020 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1765325651.316024 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1765325651.316028 format_replace: modifier 0 is &&
1765325651.316032 format_expand1: expanding format: #{window_last_flag}
1765325651.316035 format_expand1: found #{}: window_last_flag
1765325651.316040 format_replace: format 'window_last_flag' found: 0
1765325651.316044 format_replace: replaced 'window_last_flag' with '0'
1765325651.316047 format_expand1: result is: 0
1765325651.316050 format_bool_op_n: operator && has operand: 0
1765325651.316054 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1765325651.316058 format_expand1: result is: 0
1765325651.316062 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1765325651.316066 format_replace: no condition matched in '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},'; using last arg
1765325651.316070 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1765325651.316075 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1765325651.316079 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1765325651.316084 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1765325651.316088 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1765325651.316092 format_replace: modifier 0 is &&
1765325651.316096 format_expand1: expanding format: #{window_bell_flag}
1765325651.316100 format_expand1: found #{}: window_bell_flag
1765325651.316105 format_replace: format 'window_bell_flag' found: 0
1765325651.316111 format_replace: replaced 'window_bell_flag' with '0'
1765325651.316117 format_expand1: result is: 0
1765325651.316121 format_bool_op_n: operator && has operand: 0
1765325651.316125 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1765325651.316128 format_expand1: result is: 0
1765325651.316132 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1765325651.316137 format_replace: no condition matched in '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}'; using last arg
1765325651.316142 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1765325651.316146 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1765325651.316151 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1765325651.316156 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1765325651.316160 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1765325651.316164 format_replace: modifier 0 is &&
1765325651.316168 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1765325651.316172 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1765325651.316176 format_replace: modifier 0 is ||
1765325651.316180 format_expand1: expanding format: #{window_activity_flag}
1765325651.316184 format_expand1: found #{}: window_activity_flag
1765325651.316189 format_replace: format 'window_activity_flag' found: 0
1765325651.316192 format_replace: replaced 'window_activity_flag' with '0'
1765325651.316196 format_expand1: result is: 0
1765325651.316199 format_bool_op_n: operator || has operand: 0
1765325651.316203 format_expand1: expanding format: #{window_silence_flag}
1765325651.316207 format_expand1: found #{}: window_silence_flag
1765325651.316212 format_replace: format 'window_silence_flag' found: 0
1765325651.316216 format_replace: replaced 'window_silence_flag' with '0'
1765325651.316220 format_expand1: result is: 0
1765325651.316225 format_bool_op_n: operator || has operand: 0
1765325651.316229 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1765325651.316233 format_expand1: result is: 0
1765325651.316237 format_bool_op_n: operator && has operand: 0
1765325651.316242 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1765325651.316246 format_expand1: result is: 0
1765325651.316251 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1765325651.316257 format_replace: no condition matched in '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},'; using last arg
1765325651.316262 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1765325651.316266 format_expand1: result is: 
1765325651.316272 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1765325651.316282 format_expand1: found #*1[
1765325651.316286 format_expand1: found #{}: T:window-status-current-format
1765325651.316291 format_replace: modifier 0 is T
1765325651.316296 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1765325651.316301 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1765325651.316306 format_expand1: found #I: window_index
1765325651.316311 format_replace: format 'window_index' found: 0
1765325651.316316 format_replace: replaced 'window_index' with '0'
1765325651.316320 format_expand1: found #W: window_name
1765325651.316326 format_replace: format 'window_name' found: zsh
1765325651.316330 format_replace: replaced 'window_name' with 'zsh'
1765325651.316335 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1765325651.316339 format_replace: condition is: window_flags
1765325651.316345 format_replace: condition 'window_flags' found: *
1765325651.316349 format_replace: condition 'window_flags' is true
1765325651.316354 format_expand1: expanding format: #{window_flags}
1765325651.316358 format_expand1: found #{}: window_flags
1765325651.316364 format_replace: format 'window_flags' found: *
1765325651.316368 format_replace: replaced 'window_flags' with '*'
1765325651.316372 format_expand1: result is: *
1765325651.316377 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1765325651.316381 format_expand1: result is: 0:zsh*
1765325651.316386 format_replace: replaced 'T:window-status-current-format' with '0:zsh*'
1765325651.316390 format_expand1: found #*1[
1765325651.316395 format_expand1: found #*1[
1765325651.316400 format_expand1: found #{}: ?loop_last_flag,,#{window-status-separator}
1765325651.316405 format_replace: condition is: loop_last_flag
1765325651.316411 format_replace: condition 'loop_last_flag' found: 1
1765325651.316416 format_replace: condition 'loop_last_flag' is true
1765325651.316421 format_replace: replaced '?loop_last_flag,,#{window-status-separator}' with ''
1765325651.316427 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]
1765325651.316437 unref client 0x15e008e00 (3 references)
1765325651.316448 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]'
